Sentence ID	Sentence	isValid
121	Here we demonstrate colocalization and direct interaction between PROTEIN1 and PROTEIN2	TRUE
122	Overexpression of PROTEIN1 results in a zinc finger-dependent localization of a PROTEIN isoform and dynactin to MT bundles, raising the possibility that PROTEIN2 and PROTEIN regulate dynein/dynactin binding to MTs	FALSE
123	Overexpression of PROTEIN1 results in a zinc finger-dependent localization of a PROTEIN isoform and dynactin to MT bundles, raising the possibility that PROTEIN and PROTEIN2 regulate dynein/dynactin binding to MTs	FALSE
124	Overexpression of PROTEIN1 results in a zinc finger-dependent localization of a PROTEIN2 isoform and dynactin to MT bundles, raising the possibility that PROTEIN and PROTEIN regulate dynein/dynactin binding to MTs	TRUE
125	Overexpression of PROTEIN results in a zinc finger-dependent localization of a PROTEIN isoform and dynactin to MT bundles, raising the possibility that PROTEIN1 and PROTEIN2 regulate dynein/dynactin binding to MTs	FALSE
126	Overexpression of PROTEIN results in a zinc finger-dependent localization of a PROTEIN1 isoform and dynactin to MT bundles, raising the possibility that PROTEIN2 and PROTEIN regulate dynein/dynactin binding to MTs	FALSE
127	Overexpression of PROTEIN results in a zinc finger-dependent localization of a PROTEIN1 isoform and dynactin to MT bundles, raising the possibility that PROTEIN and PROTEIN2 regulate dynein/dynactin binding to MTs	FALSE
128	This work suggests that PROTEIN1 is a regulated adapter between PROTEIN2 and cytoplasmic dynein at sites involved in cargo-MT loading, and/or in the control of MT dynamics	TRUE
129	Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN2 PROTEIN and PROTEIN to the beta-amyloid protein of Alzheimer's disease	FALSE
130	Differential binding of vascular cell-derived proteoglycans ( PROTEIN PROTEIN1 PROTEIN2 and PROTEIN to the beta-amyloid protein of Alzheimer's disease	FALSE
131	Differential binding of vascular cell-derived proteoglycans ( PROTEIN PROTEIN1 PROTEIN and PROTEIN2 to the beta-amyloid protein of Alzheimer's disease	FALSE
132	Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN PROTEIN2 and PROTEIN to the beta-amyloid protein of Alzheimer's disease	FALSE
133	Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN PROTEIN and PROTEIN2 to the beta-amyloid protein of Alzheimer's disease	FALSE
134	Differential binding of vascular cell-derived proteoglycans ( PROTEIN PROTEIN PROTEIN1 and PROTEIN2 to the beta-amyloid protein of Alzheimer's disease	FALSE
135	Previous studies have demonstrated the immunolocalization of PROTEIN1 a specific PROTEIN2 to the PROTEIN protein (A beta)-containing PROTEIN deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain	FALSE
136	Previous studies have demonstrated the immunolocalization of PROTEIN1 a specific PROTEIN to the PROTEIN2 protein (A beta)-containing PROTEIN deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain	TRUE
137	Previous studies have demonstrated the immunolocalization of PROTEIN1 a specific PROTEIN to the PROTEIN protein (A beta)-containing PROTEIN2 deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain	TRUE
