Sentence ID	Sentence	isValid
1	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN1 (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN2 respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	FALSE
2	SP ewes also had greater incorporation of [3H]inositol into PROTEIN1 (IP3) (+3449%, p less than 0.01) and total PROTEIN2 (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	FALSE
3	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN1 (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN2 and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	FALSE
4	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN1 (IP) (+760%, p less than 0.08), in response to PROTEIN2 than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	TRUE
5	SP ewes also had greater incorporation of [3H]inositol into PROTEIN1 (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN2 respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	FALSE
6	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN1 and total PROTEIN2 respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	FALSE
7	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN1 than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN2 respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	TRUE
8	SP ewes also had greater incorporation of [3H]inositol into PROTEIN1 (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN2 and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	FALSE
9	SP ewes also had greater incorporation of [3H]inositol into PROTEIN1 (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN2 than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	TRUE
10	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN1 than did oCSP ewes (+553 and +168% for PROTEIN2 and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16	TRUE
