Sentence ID	Sentence
292	The transmembrane PROTEIN1 PROTEIN2 interacts with PROTEIN 
293	The transmembrane PROTEIN PROTEIN1 interacts with PROTEIN2 
294	The transmembrane PROTEIN1 PROTEIN interacts with PROTEIN2 
295	The PROTEIN1 PROTEIN also known as PROTEIN2 is expressed predominantly in epithelial cells, in a variety of tumor cell lines, and in lymphocytes
296	The PROTEIN1 PROTEIN2 also known as PROTEIN is expressed predominantly in epithelial cells, in a variety of tumor cell lines, and in lymphocytes
297	The PROTEIN PROTEIN1 also known as PROTEIN2 is expressed predominantly in epithelial cells, in a variety of tumor cell lines, and in lymphocytes
298	 PROTEIN1 also interacted with other members of the catenin gene family including PROTEIN2 and gamma-catenin
299	The interaction with PROTEIN1 is likely to be direct, as the interaction occurs in K562 cells lacking functional adherens junctions and PROTEIN2 expression
300	Catalytic domains of the tyrosine phosphatases PROTEIN1 PROTEIN and PTPbeta did not interact with proteins of the catenin family to detectable levels, suggesting that the interaction of PROTEIN2 with these proteins is specific
301	Catalytic domains of the tyrosine phosphatases PROTEIN1 PROTEIN2 and PTPbeta did not interact with proteins of the catenin family to detectable levels, suggesting that the interaction of PROTEIN with these proteins is specific
302	Catalytic domains of the tyrosine phosphatases PROTEIN PROTEIN1 and PTPbeta did not interact with proteins of the catenin family to detectable levels, suggesting that the interaction of PROTEIN2 with these proteins is specific
303	 PROTEIN1 PROTEIN2 (' PROTEIN )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN and thyroid hormone receptor-retinoid X receptor
304	 PROTEIN1 PROTEIN (' PROTEIN )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN2 and thyroid hormone receptor-retinoid X receptor
305	 PROTEIN1 PROTEIN (' PROTEIN2 )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN and thyroid hormone receptor-retinoid X receptor
306	 PROTEIN PROTEIN1 (' PROTEIN )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN2 and thyroid hormone receptor-retinoid X receptor
307	 PROTEIN PROTEIN1 (' PROTEIN2 )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN and thyroid hormone receptor-retinoid X receptor
308	 PROTEIN PROTEIN (' PROTEIN1 )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN2 and thyroid hormone receptor-retinoid X receptor
309	 PROTEIN1 PROTEIN2 (' PROTEIN )-binding protein (CBP) interacting with transcription factors is able to increase their activity on target gene promoters
310	 PROTEIN1 PROTEIN (' PROTEIN2 )-binding protein (CBP) interacting with transcription factors is able to increase their activity on target gene promoters
311	 PROTEIN PROTEIN1 (' PROTEIN2 )-binding protein (CBP) interacting with transcription factors is able to increase their activity on target gene promoters
312	Our findings showed that the same C-terminal portion of PROTEIN1 binds the N-terminal domains of both TR and PROTEIN2 and our in vivo studies demonstrated that TR, PROTEIN and PROTEIN form a ternary complex
313	Our findings showed that the same C-terminal portion of PROTEIN1 binds the N-terminal domains of both TR and PROTEIN and our in vivo studies demonstrated that TR, PROTEIN2 and PROTEIN form a ternary complex
314	Our findings showed that the same C-terminal portion of PROTEIN1 binds the N-terminal domains of both TR and PROTEIN and our in vivo studies demonstrated that TR, PROTEIN and PROTEIN2 form a ternary complex
315	Our findings showed that the same C-terminal portion of PROTEIN binds the N-terminal domains of both TR and PROTEIN1 and our in vivo studies demonstrated that TR, PROTEIN2 and PROTEIN form a ternary complex
316	Our findings showed that the same C-terminal portion of PROTEIN binds the N-terminal domains of both TR and PROTEIN1 and our in vivo studies demonstrated that TR, PROTEIN and PROTEIN2 form a ternary complex
