Sentence ID	Sentence
13	These results indicate that oTP-1 may prevent luteolysis by inhibiting development of endometrial responsiveness to PROTEIN1 and, therefore, reduce PROTEIN induced synthesis of PROTEIN2 and PGF2 alpha
28	In these cells, PROTEIN1 also causes the translocation of PROTEIN2 from the cytosol to the cell membrane which is maximal at 5 min, but the intracellular events distal to PROTEIN activation that underlie ACTH secretion have not been well characterized to date
43	An inhibitor of PROTEIN1 Ro31-8220 (10 microM), abolished the ability of PDBu to decrease [Ca(2+)](i), without affecting the response to maximal or submaximal concentrations of PROTEIN2 
58	Using reverse transcriptase-polymerase chain reaction analysis, the mRNA expression of fatty acid translocase (FAT)/CD36, PPAR-gamma2, PROTEIN1 PROTEIN2 and PROTEIN and tumor necrosis factor (TNF)-alpha was investigated in gluteal subcutaneous fat biopsies before and after 5 h infusions of saline or Intralipid (Pharmacia and Upjohn, Milan, Italy) plus heparin, which does not modify insulinemia
73	The total intake of PROTEIN was inversely correlated with the plasma total PROTEIN1 concentration (TC) (r = -0.236, P: < 0.05) and plasma LDL PROTEIN2 concentration (LDL-C) (r = -0.220, P: < 0.05), after the adjustment for age, body mass index and total energy intake
88	 PROTEIN1 beta protein stimulation of PROTEIN was absent from LA-N-2 cells previously treated with norepinephrine, trans-1-amino-1,3-cyclopentanedicarboxylic acid (t-ACPD), bombesin, or PROTEIN2 beta peptide
103	Once the abnormally phosphorylated abnormal PROTEIN1 isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN2 isoform that aggregates to abnormally phosphorylated abnormal PROTEIN isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN specific PROTEIN 
118	Chronic central PROTEIN1 infusion enhances insulin-stimulated glucose metabolism and favors the expression of PROTEIN2 
133	In contrast, the PROTEIN1 response to PROTEIN2 induced hypoglycemia was significantly reduced by melatonin treatment
148	 PROTEIN1 is a satiety factor which acts within the hypothalamus to decrease the levels of several neuropeptides stimulating food intake (among them, PROTEIN2 [NPY]), while increasing those that inhibit food intake
163	These findings are consistent with increased PROTEIN1 signaling to the PROTEIN2 and POMC neurons in the ARC by physiological levels of circulating PROTEIN during normal feeding
178	 PROTEIN1 induced a biphasic increase in the intracellular Ca2+ concentration of porcine myometrial cells: participation of a pertussis toxin-insensitive G-protein, PROTEIN2 sensitive Ca2+ pool, and Ca2+ channels
193	8-OH-DPAT also increased PROTEIN1 and decreased CCK and somatostatin levels, effects that were blocked by pretreatment with the PROTEIN2 antagonist
208	We examined plasma PROTEIN1 PROTEIN2 mRNA, and adipose and muscle PROTEIN subtype mRNA in rats treated with alpha-methyl-p-tyrosine methyl ester (AMPT-ME), which inhibits catecholamine synthesis and 6-hydroxydopamine (6HDA), which is toxic to catecholinergic nerve terminals but, unlike AMPT-ME, does not enter the central nervous system
223	Interactions between PROTEIN1 and PROTEIN2 affecting lipid mobilization in adipose tissue
