Sentence ID	Sentence
7	SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN1 than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN2 respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16
22	These results support the hypothesis that the heart may be a target organ for PROTEIN and that PROTEIN1 modulates IL-1beta-induced iNOS expression in myocytes through the V1a receptor, which is mediated at least partially via activation of PROTEIN2 
37	We conclude that: (1) PROTEIN1 causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN2 trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.
52	Pretreatment for 24 h with 1 microM PMA downregulated expression of PROTEIN and -delta, but not PROTEIN1 and prevented the Ca2+-spiking responses to either 1 nM PMA or 100 pM PROTEIN2 
67	Dietary intakes of PROTEIN1 PROTEIN and PROTEIN by Japanese women and the inverse correlation between quercetin intake and plasma LDL PROTEIN2 concentration
82	When taken in their entirety, the experimental evidence suggests that the activation of PROTEIN1 is an essential component in the physiologic regulation of PROTEIN2 secretion and that disordered activation of the enzyme culminates in disordered PROTEIN release
97	 PROTEIN1 beta protein disruption of cholinergic and growth factor PROTEIN2 signals could underlie cognitive and neurodegerative aspects of Alzheimer's disease
112	Here we show that PROTEIN1 alters in pancreatic islets the mRNA of the genes encoding enzymes of free fatty acid metabolism and PROTEIN2 (UCP-2)
127	While PROTEIN maintains or favors energy-dissipating mechanisms ( PROTEIN1 PROTEIN2 and PROTEIN , the latter are markedly depressed in pair-fed rats
142	CONCLUSIONS: These data indicate that a residual endogenous PROTEIN1 secretion exerts a partial protective action against the hypothalamic-pituitary disorder affecting the PROTEIN2 secretory system in IDDM
157	Similarly, carbachol, but not PROTEIN1 or DDAVP, induced a significant increase in membrane-associated PROTEIN2 (PKC) enzyme activity
172	The current study demonstrates that PROTEIN1 rapidly influences the secretion of hypothalamic PROTEIN2 and CRH and that these actions of PROTEIN within the hypothalamus are restrained by the presence of endogenous corticosterone
187	The PROTEIN1 antagonist 1-deamino-2-D-Tyr-(OEt)-4-Thr-8-Orn-oxytocin administered ICV increased PROTEIN levels itself and therefore the effect on PROTEIN2 induced PROTEIN secretion was difficult to evaluate
202	However, the PROTEIN1 dependent stimulation required activation of PROTEIN2 (PKC), whereas the inhibition was PROTEIN independent, indicating that the NGF-induced signaling pathways leading to inhibition and stimulation of HCO3- absorption are distinct
217	 PROTEIN1 has been demonstrated to decrease or down regulate PROTEIN2 expression and increase POMC expression
232	The influence of myrigalone B, a PROTEIN1 from the fruit exudate of Myrica gale L. on Cu(2+)-induced oxidation of low density lipoprotein from PROTEIN2 fed rabbits was investigated
247	Correlation between the stimulatory effect of PROTEIN1 on the formation of PROTEIN2 and the oxytocin receptor level in the pregnant rabbit myometrium
262	To explore the possible roles of the hypothalamic melanocortin system in PROTEIN1 action, we examined the effects of intracerebroventricular (i.c.v.) injection of PROTEIN2 with or without SHU9119, a potent antagonist of alpha-melanocyte stimulating hormone, on food intake, body weight, and mitochondrial PROTEIN (UCP-1) mRNA expression in the brown adipose tissue (BAT) in rats
277	The expression of uterine PROTEIN1 and PROTEIN2 were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN mRNA expression and exogenous administration of PROTEIN resulted in induction of the uterine PROTEIN and PROTEIN levels
292	These results indicate that PROTEIN1 gene expressions during pregnancy are regulated tissue-dependently, and up-regulation of uterine PROTEIN and PROTEIN mRNA may be due to increased PROTEIN2 levels
307	The PROTEIN1 specific inhibitor Go-6983 further enhanced the inhibitory effect of VACM-1 on PROTEIN2 stimulated cAMP production
322	The effect of PROTEIN1 in adult rats appears to be exerted at hypothalamic level by regulating growth hormone releasing hormone (GHRH), somatostatin and PROTEIN2 (NPY)-producing neurones
337	Overexpression of G11alpha and isoforms of PROTEIN1 in islet beta-cells reveals a lack of correlation between inositol phosphate accumulation and PROTEIN2 secretion.
352	There was also a very significant increase of PROTEIN1 after the addition of 1000 mU hCG (p < 0.001) and PROTEIN and PROTEIN2 when 1000 mU hCG plus PROTEIN were added (p < 0.001 and p < 0.01, respectively)
367	Association of the insulin receptor with PROTEIN (PLCgamma) in 3T3-L1 adipocytes suggests a role for PROTEIN1 in metabolic signaling by PROTEIN2 
382	 PROTEIN1 by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in PROTEIN mRNA in WAT (47-52%) and PROTEIN2 mRNA in SM (33-37%)
397	A negative correlation between WAT O2 consumption and PROTEIN1 expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle PROTEIN expression, as well as for plasma PROTEIN and WAT PROTEIN2 expression
412	Hesperidin, the most important PROTEIN1 of Citrus sp., significantly increases HDL and lowers PROTEIN2 LDL, total lipid and triglyceride plasma levels in normolipidemic rats and in rats with diet- and triton-induced hyperlipidemia
427	Phosphoinositide hydrolysis, resulting in PROTEIN1 (IP3) and diacylglycerol (DG) formation, has been implicated in PROTEIN2 stimulated pulsatile secretion of prostaglandin F2 alpha (PGF2 alpha) from uterine endometrium of sheep and other mammals
442	In addition, U-73122 diminished the PROTEIN1 induced increase in intracellular concentration of PROTEIN2 (IP3)
457	Further investigation suggested that activation of PROTEIN1 (PKC), which is part of the PROTEIN induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN2 induced ACTH release
472	Relative PROTEIN expression levels were 100, 104, and 33 for PROTEIN1 100, 191, and 125 for PROTEIN2 and 100, 107, and 29 for PROTEIN in ad libitum fed control rats, in PROTEIN treated rats and in pair-fed control rats, respectively
487	Thus PROTEIN1 stimulates the responses used to obtain food but inhibits those used to consume food, and PROTEIN2 has the opposite effects
502	METHODS: We have therefore studied possible associations of the Gln27Glu and the Gly16Arg polymorphisms in the beta2AR with BMI, plasma PROTEIN1 and PROTEIN2 mRNA expression in the intraperitoneal adipose tissue in a population of Caucasian women
517	Roles of GTP and PROTEIN1 in the potentiation of Ca(2+)-induced PROTEIN2 secretion by glucose in rat pancreatic islets
532	To elucidate the pathophysiologic significance of PROTEIN1 and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN2 and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative
547	To study the effects of enhanced phosphoinositide hydrolysis on PROTEIN1 secretion, phosphoinositide-specific PROTEIN2 (PLCbeta1) or PROTEIN was overexpressed in insulinoma MIN6 cells via adenoviral vectors.
562	The induction of PROTEIN1 triggered by PROTEIN2 in barley embryos is repressed by sugars
577	When the alpha2-adrenoreceptor agonist clonidine (2.5 microgram/kg intracerebroventricularly) was administered 3 days after the 5-day treatment period with PROTEIN1 or saline, plasma levels of PROTEIN2 and CCK increased significantly (p < 0.05) in the PROTEIN treated rats, when compared to saline-treated controls receiving clonidine only
592	 PROTEIN1 PROTEIN and PROTEIN gene expression: modulation by food restriction and PROTEIN2 
607	The present study indicates that PROTEIN1 increases the gene expression of PROTEIN in EWAT and that of PROTEIN PROTEIN2 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT
622	When this parental line was treated with PROTEIN1 PROTEIN PROTEIN and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PROTEIN2 
637	In conclusion, 1) PROTEIN1 messenger ribonucleic acid expression in sc adipose tissue is inversely related to adiposity and independently linked to local plasma PROTEIN2 levels; and 2) PROTEIN expression is not acutely regulated by food intake, insulin, or fatty acids
652	In the guinea pig myometrium prelabelled with myo-[2-3H]inositol, carbachol and PROTEIN1 enhanced a concentration-dependent and rapid release of PROTEIN2 which preceded that of IP2 and IP1
667	The present studies compared the effects of PROTEIN in rat adipocytes with the effects of PROTEIN1 and peroxovanadate, which mimic some effects of PROTEIN2 
682	 PROTEIN1 induced activation of PROTEIN2 in renal epithelial cells
