Sentence ID	Sentence
11	These results indicate that oTP-1 may prevent luteolysis by inhibiting development of endometrial responsiveness to PROTEIN1 and, therefore, reduce PROTEIN2 induced synthesis of PROTEIN and PGF2 alpha
26	In these cells, PROTEIN also causes the translocation of PROTEIN1 from the cytosol to the cell membrane which is maximal at 5 min, but the intracellular events distal to PROTEIN2 activation that underlie ACTH secretion have not been well characterized to date
41	 PROTEIN (PKC) inhibitors reversed PROTEIN1 inhibition, whereas PROTEIN2 activator inhibited nitrite production
56	Induction of fatty acid translocase/CD36, peroxisome proliferator-activated receptor-gamma2, PROTEIN1 PROTEIN2 and PROTEIN and tumor necrosis factor-alpha gene expression in human subcutaneous fat by lipid infusion
71	Dietary intakes of PROTEIN PROTEIN and PROTEIN1 by Japanese women and the inverse correlation between quercetin intake and plasma LDL PROTEIN2 concentration
86	It is possible that this PROTEIN1 stimulation by PROTEIN2 beta protein is a receptor-mediated process
101	Once the abnormally phosphorylated abnormal PROTEIN isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN isoform that aggregates to abnormally phosphorylated abnormal PROTEIN1 isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN2 specific PROTEIN 
116	We suggest that PROTEIN1 activates the 42/44kDa MAPKs through a signal transduction pathway that involves stimulation of AVP-V1 receptor, tyrosine kinase, PROTEIN2 and MEK
131	Melatonin inhibits PROTEIN1 response to PROTEIN2 induced hypoglycemia, but not to angiotensin II in normal men
146	Analyses of hormone regulation of expression of mRNA for the aleurone RNase revealed that, like the pattern for PROTEIN1 mRNA levels increased in the presence of PROTEIN2 and its antagonist abscisic acid prevented this effect
161	In the present study we found that at increasing PROTEIN1 concentrations, increasing numbers of barley (Hordeum vulgare) cells showed the enhanced PROTEIN secretion and vacuolation characteristic of the PROTEIN2 response
176	Endothelin-1 and PROTEIN1 stimulated PROTEIN2 accumulation at concentrations similar to those that promoted 45Ca2+ efflux, whereas about 100 times higher concentrations of PGF2 alpha were needed to activate this signaling pathway in intact cells
191	Intracerebroventricular injections of 200 ng PROTEIN1 caused a significant rise not only of PROTEIN2 but also of glucagon and glucose levels
206	Sympathetic inhibition, PROTEIN1 and PROTEIN2 subtype expression in normal fasting rats
221	These results strongly suggest that the phosphoinositide-Ca2+ signal transduction pathway may play an important role in the PROTEIN1 induced expression of PROTEIN2 molecules closely related to the germination processes of rice seed
236	Signal transduction of PROTEIN1 induced arachidonic acid release in H9c2 cardiac myoblasts: role of Ca2+ and the PROTEIN2 dependent activation of p42 mitogen-activated protein kinase
