Sentence ID	Sentence
2	SP ewes also had greater incorporation of [3H]inositol into PROTEIN1 (IP3) (+3449%, p less than 0.01) and total PROTEIN2 (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16
17	These findings support the concept that the mitochondrial metabolism of nutrient molecules is an event sufficient to acutely augment PROTEIN1 release from the beta cell, to increase PROTEIN mediated phosphoinositide hydrolysis, and to induce time-dependent potentiation of PROTEIN2 secretion
32	We conclude that: (1) PROTEIN causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN1 induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN2 activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.
47	The PROTEIN1 (PKC) activator 4beta-phorbol 12-myristate 13-acetate (PMA, 100 pM to 200 nM), also stimulated Ca2+ spiking and this effect was additive with a submaximal concentration of PROTEIN2 (50 pM)
62	Marked increases in FAT/CD36 (724+/-18%; P < 0.05), PPAR-gamma2 (200+/-8%; P < 0.05), PROTEIN1 (110+/-13%; P < 0.05), PROTEIN2 (120+/-7%; P < 0.05), PROTEIN (80+/-5%; P < 0.05), and TNF-alpha mRNA (130+/-12%; P < 0.05) were observed in comparison with pretreatment levels, whereas there was no change after saline infusion
77	Signal transduction in pancreatic beta-cells: Regulation of PROTEIN1 secretion by information flow in the PROTEIN2 Protein kinase C pathway
92	The hydrophilic form of MDP released from the cells on stimulation with PROTEIN1 was recognized by antibodies against the inositol 1,2-cyclic monophosphate cross-reacting determinant, indicating that it had been generated by cleavage of its GPI anchor through the action of a PROTEIN2 
107	Once the abnormally phosphorylated abnormal PROTEIN isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN1 isoform that aggregates to abnormally phosphorylated abnormal PROTEIN isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN specific PROTEIN2 
122	In marked contrast, intracerebroventricular PROTEIN1 administration was accompanied by the maintenance of high PROTEIN PROTEIN and PROTEIN2 expression in all these tissues
137	Since previous studies showed that AVP secretion is influenced by the persistence of residual endogenous PROTEIN1 secretion, we wondered whether this factor also regulates PROTEIN2 secretion
152	We also show that PROTEIN1 counteracts the inhibition of calmodulin phosphorylation promoted by the regulatory beta subunits of PROTEIN2 
167	We measured concentrations of PROTEIN1 and CRH in specific hypothalamic regions [i.e., arcuate nucleus (ARC), paraventricular nucleus (PVN), ventromedial nucleus and dorsomedial nucleus] of 7- to 8-wk-old lean and ob/ob mice at 1 or 3 h after intracerebroventricular PROTEIN2 administration
182	The aim of the present study was to investigate how PROTEIN1 given subcutaneously (SC) and intracerebroventricularly (ICV) influences the secretion of PROTEIN2 glucagon and glucose and to investigate whether the effect on these variables of suckling in lactating rats is mediated by oxytocinergic mechanisms
197	To establish the cell type expressing PROTEIN1 we also assessed the size and organization of lipid droplets, the ultrastructural features of mitochondria, and the presence or absence of PROTEIN2 a brown fat-specific marker
212	Intraperitoneal 6HDA, 100 mg/kg, as a single dose at 1800, increased plasma PROTEIN1 approximately twofold after 18-20 h, increased IBAT (but not epididymal fat) PROTEIN mRNA by two- to threefold, and decreased IBAT PROTEIN2 mRNA to 30-40% of control
227	Summing up, new evidence suggests that PROTEIN1 and PROTEIN2 may interact in a homeostatic loop to regulate body-fat mass and energy balance not only at the central nervous system level, but also directly at the adipocyte level
242	These results show that PROTEIN1 induced AA release in H9c2 cells is secondary to activation of the V1 receptor/Gq protein/PLCP pathway, leading to an influx of extracellular Ca2+ and activation of PROTEIN2 betaI, epsilon, and delta
257	CONCLUSIONS: These results suggest that the formation of PROTEIN1 by PROTEIN2 the OT receptor levels in the myometrium, and the production of PGF2 in the decidua might play crucial roles in parturition
272	The expression of uterine PROTEIN and PROTEIN1 were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN mRNA expression and exogenous administration of PROTEIN2 resulted in induction of the uterine PROTEIN and PROTEIN levels
287	These results indicate that PROTEIN gene expressions during pregnancy are regulated tissue-dependently, and up-regulation of uterine PROTEIN1 and PROTEIN2 mRNA may be due to increased PROTEIN levels
302	We examined daily food consumption, body weight, whole-body oxygen consumption, serum PROTEIN1 and PROTEIN2 mRNA in the hypothalamus
317	To further substantiate an involvement of thyroid hormones in the effect of PROTEIN on muscle PROTEIN1 expression, hypothyroid rats were ICV infused with PROTEIN2 or vehicle
332	Co-expression of PLD1 with PROTEIN has the same effect, while co-expression of PLD2 with PROTEIN1 allows PLD2 activity to be stimulated in an PROTEIN2 dependent manner.
347	The aim of this study was to investigate the effects of hCG, hCG plus PROTEIN1 and PROTEIN on [3H] PROTEIN2 (IP) formations in porcine myometrial cells obtained from ovariectomized and cyclic gilts
362	Previous studies have demonstrated that the nitric oxide (NO) synthase inhibitor L-NAME exerts positive effects on the arginine vasopressin (AVP) and PROTEIN1 (OT) responses to PROTEIN2 induced hypoglycemia, suggesting inhibitory actions of NO
377	Downregulation of PROTEIN1 mRNA in white adipose tissue and PROTEIN mRNA in skeletal muscle during the early stages of PROTEIN2 treatment
392	 PROTEIN1 and PROTEIN2 (1 and 2) mRNA levels were determined by reverse transcription-polymerase chain reaction (RT-PCR) methodology in adipose tissue and gastrocnemius muscle
407	Plasma insulin, cholecystokinin, galanin, PROTEIN1 and PROTEIN2 levels in obese women with and without type 2 diabetes mellitus
