Sentence ID	Sentence
15	These findings support the concept that the mitochondrial metabolism of nutrient molecules is an event sufficient to acutely augment PROTEIN release from the beta cell, to increase PROTEIN1 mediated phosphoinositide hydrolysis, and to induce time-dependent potentiation of PROTEIN2 secretion
30	Since the MARCKS protein has been implicated in neurosecretion and is phosphorylated by PROTEIN1 in synaptosomes, studies were carried out to determine whether PROTEIN might cause MARCKS phosphorylation in the ovine anterior pituitary, and to determine whether this phenomenon might be temporally correlated with PROTEIN2 translocation and the release of ACTH
45	Calphostin C and ET-18-OCH(3), inhibitors of PROTEIN1 reduced the phosphorylation of p38 MAP kinase by PROTEIN2 
60	Marked increases in FAT/CD36 (724+/-18%; P < 0.05), PPAR-gamma2 (200+/-8%; P < 0.05), PROTEIN1 (110+/-13%; P < 0.05), PROTEIN (120+/-7%; P < 0.05), PROTEIN2 (80+/-5%; P < 0.05), and TNF-alpha mRNA (130+/-12%; P < 0.05) were observed in comparison with pretreatment levels, whereas there was no change after saline infusion
75	The total intake of PROTEIN1 was inversely correlated with the plasma total PROTEIN concentration (TC) (r = -0.236, P: < 0.05) and plasma LDL PROTEIN2 concentration (LDL-C) (r = -0.220, P: < 0.05), after the adjustment for age, body mass index and total energy intake
90	It is suggested that this observed PROTEIN1 beta protein stimulation of PROTEIN2 may be responsible for the elevated quantity of inositol seen in the brains of Alzheimer's disease patients
105	Once the abnormally phosphorylated abnormal PROTEIN1 isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN isoform that aggregates to abnormally phosphorylated abnormal PROTEIN isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN specific PROTEIN2 
120	In marked contrast, intracerebroventricular PROTEIN administration was accompanied by the maintenance of high PROTEIN PROTEIN1 and PROTEIN2 expression in all these tissues
135	Effect of residual endogenous PROTEIN1 secretion on the abnormal PROTEIN2 response to hypoglycaemia in PROTEIN dependent diabetics
150	 PROTEIN1 as a modulator of PROTEIN2 
165	 PROTEIN1 Rapidly Inhibits Hypothalamic PROTEIN2 Secretion and Stimulates Corticotropin-Releasing Hormone Secretion in Adrenalectomized Mice
180	Pretreatment with pertussis toxin (PTX, 1 microgram/ml) for 2 hr failed to alter the PROTEIN1 induced increase in [Ca2+]i and PROTEIN2 formation
195	In previous experiments, we have shown that following i.c.v. application of PROTEIN1 plasma levels of PROTEIN2 are increased through a cholinergic mechanism
210	We examined plasma PROTEIN PROTEIN1 mRNA, and adipose and muscle PROTEIN2 subtype mRNA in rats treated with alpha-methyl-p-tyrosine methyl ester (AMPT-ME), which inhibits catecholamine synthesis and 6-hydroxydopamine (6HDA), which is toxic to catecholinergic nerve terminals but, unlike AMPT-ME, does not enter the central nervous system
225	The lipolytic rate was assessed through glycerol release after incubation with PROTEIN1 and PROTEIN2 at concentrations ranging from 10(-6) to 10(-12) M in isolated adipocytes obtained from female rats
240	Western blots demonstrated expression of PKCalpha, betaI, epsilon, delta, and zeta in H9c2 cells; PROTEIN1 inhibitors (staurosporine or Ro 31-8220) or down-regulation of PROTEIN betaI, epsilon, and delta by long-term (24 h) TPA treatment caused a partial blockade of the PROTEIN2 induced response, whereas the A23187-induced AA release was unaffected by down-regulation of these isoforms
255	When the ovariectomized pregnant rabbits were treated with estrogen, OT receptors in the myometrium were induced, and PROTEIN1 acquired the ability to stimulate PROTEIN2 formation
270	The experiments were concluded by taking blood samples for later analysis of plasma glucose and plasma levels of the following hormones: PROTEIN1 gastrin, CCK, glucagon, somatostatin, PROTEIN2 and corticosterone
285	The expression of uterine PROTEIN and PROTEIN were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN1 mRNA expression and exogenous administration of PROTEIN resulted in induction of the uterine PROTEIN2 and PROTEIN levels
