Sentence ID	Sentence
14	The SGR and RGR also had different endocrine profiles with, for example, twice as high PROTEIN1 (p < 0.01) and PROTEIN2 levels (p < 0.01) in RGR compared to the SGR
29	Since the MARCKS protein has been implicated in neurosecretion and is phosphorylated by PROTEIN in synaptosomes, studies were carried out to determine whether PROTEIN1 might cause MARCKS phosphorylation in the ovine anterior pituitary, and to determine whether this phenomenon might be temporally correlated with PROTEIN2 translocation and the release of ACTH
44	We previously showed that PROTEIN1 (AVP) stimulates heat shock protein 27 (HSP27) induction through PROTEIN2 activation in aortic smooth muscle A10 cells
59	Using reverse transcriptase-polymerase chain reaction analysis, the mRNA expression of fatty acid translocase (FAT)/CD36, PPAR-gamma2, PROTEIN1 PROTEIN and PROTEIN2 and tumor necrosis factor (TNF)-alpha was investigated in gluteal subcutaneous fat biopsies before and after 5 h infusions of saline or Intralipid (Pharmacia and Upjohn, Milan, Italy) plus heparin, which does not modify insulinemia
74	The total intake of PROTEIN1 was inversely correlated with the plasma total PROTEIN2 concentration (TC) (r = -0.236, P: < 0.05) and plasma LDL PROTEIN concentration (LDL-C) (r = -0.220, P: < 0.05), after the adjustment for age, body mass index and total energy intake
89	 PROTEIN beta protein stimulation of PROTEIN1 was absent from LA-N-2 cells previously treated with norepinephrine, trans-1-amino-1,3-cyclopentanedicarboxylic acid (t-ACPD), bombesin, or PROTEIN2 beta peptide
104	Once the abnormally phosphorylated abnormal PROTEIN1 isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN isoform that aggregates to abnormally phosphorylated abnormal PROTEIN2 isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN specific PROTEIN 
119	In marked contrast, intracerebroventricular PROTEIN1 administration was accompanied by the maintenance of high PROTEIN PROTEIN2 and PROTEIN expression in all these tissues
134	Effect of residual endogenous PROTEIN1 secretion on the abnormal PROTEIN response to hypoglycaemia in PROTEIN2 dependent diabetics
149	Although the above data are consistent with a direct ability of PROTEIN1 to promote TRH biosynthesis through actions on TRH neurons, addition of a-MSH produced a 3.5 fold increase in TRH biosynthesis and release, whereas PROTEIN2 treatment suppressed ~3 fold proTRH biosynthesis
164	These findings are consistent with increased PROTEIN signaling to the PROTEIN1 and POMC neurons in the ARC by physiological levels of circulating PROTEIN2 during normal feeding
179	Administration of PROTEIN1 (1 microM) for 15 sec increased PROTEIN2 (IP3) formation by 61%
194	Taken together, these data suggest that the effect of 8-OH-DPAT on plasma levels of PROTEIN1 somatostatin and CCK may be mediated by PROTEIN2 
209	We examined plasma PROTEIN1 PROTEIN mRNA, and adipose and muscle PROTEIN2 subtype mRNA in rats treated with alpha-methyl-p-tyrosine methyl ester (AMPT-ME), which inhibits catecholamine synthesis and 6-hydroxydopamine (6HDA), which is toxic to catecholinergic nerve terminals but, unlike AMPT-ME, does not enter the central nervous system
224	The aim of the current investigations was focused on the study of the involvement of PROTEIN1 and PROTEIN2 in lipid mobilization
239	Western blots demonstrated expression of PKCalpha, betaI, epsilon, delta, and zeta in H9c2 cells; PROTEIN inhibitors (staurosporine or Ro 31-8220) or down-regulation of PROTEIN1 betaI, epsilon, and delta by long-term (24 h) TPA treatment caused a partial blockade of the PROTEIN2 induced response, whereas the A23187-induced AA release was unaffected by down-regulation of these isoforms
254	Thereafter, the stimulatory effects of PROTEIN1 on PROTEIN2 formation and the OT receptor levels dramatically increased toward the end of pregnancy and reduced rapidly after parturition
269	CONCLUSION: PTH, PROTEIN1 PGE2, and adenosine stimulate Ca2+ reabsorption via a pathway that is independent of cAMP and that involves a phorbol ester-insensitive PROTEIN2 isotype
284	The expression of uterine PROTEIN and PROTEIN were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN1 mRNA expression and exogenous administration of PROTEIN resulted in induction of the uterine PROTEIN and PROTEIN2 levels
299	We previously reported that adiposity and serum PROTEIN levels increase with age in male F-344xBN rats and that when physiological levels of serum PROTEIN1 are manipulated by fasting, there is a corresponding reciprocal change in hypothalamic PROTEIN2 (NPY) mRNA in young rats, but there are no changes in older rats
314	A reduction of food intake imposed on control rats (pair-feeding), aimed at mimicking PROTEIN1 induced hyperphagia, produced a marked decrease in the expression of muscle PROTEIN (UCP-3), whereas ICV infusion of PROTEIN2 prevented such a decrease in PROTEIN 
329	These analyses indicate that GNB inhibits the PROTEIN1 induced expression of PROTEIN2 by regulating one of the steps involved in ABA signaling, but not by acting as a weak ABA analog.
344	These results suggest that, in isolated white adipocytes, the released adenosine acts as a helper and/or a positive regulator for PROTEIN1 in the release of leptin via an activation of adenosine A1 receptors that involves the PROTEIN2 PKC pathway.
359	In HVSMC both PROTEIN1 and AVP increased PROTEIN2 (IP3) production and [Ca2+]i response, but the efficacy of the responses was greater for PROTEIN than AVP
374	To determine the functional significance of the interaction of PROTEIN1 and the IR, we used a specific inhibitor of PROTEIN2 U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN to block PROTEIN stimulated GLUT4 translocation
389	(2E, 4E)-2-Fluoro-5-(1'-hydroxy-2',6', 6'-trimethyl-2'-cyclohexen-1'-yl)-3-methyl-2,4-pentadienoic acid (5b) showed potent inhibitory activity at the same level as ABA in the cress seed germination test, and 5b also inhibited PROTEIN inducible PROTEIN1 induction at 4 x 10(-)(6), 3 times the concentration of ABA (1 x 10(-)(6)) for 50% inhibition of PROTEIN2 production
404	However, both EGF and PROTEIN1 stimulated the accumulation of PROTEIN2 at the actin arc, which was coincident with the EGF receptor in the case of PROTEIN stimulated cells.
419	The maximal PROTEIN1 responses induced by PROTEIN2 and AVP were very similar, but the threshold and maximal doses of AVP for increasing plasma PROTEIN were higher than those of PROTEIN 
434	Both p-nitrophenylphosphatidylcholine hydrolytic activity and liposome lytic activity of PROTEIN1 PROTEIN2 conjugate were inhibited in the presence of PROTEIN antiserum
449	 PROTEIN1 induced PROTEIN2 release was not altered by pretreatment with pertussis toxin (PT)
464	Relative PROTEIN expression levels were 100, 104, and 33 for PROTEIN 100, 191, and 125 for PROTEIN and 100, 107, and 29 for PROTEIN1 in ad libitum fed control rats, in PROTEIN2 treated rats and in pair-fed control rats, respectively
479	CONCLUSION: The results reveal that simultaneous stimulation of the expression of certain PROTEIN genes and the PROTEIN1 gene can be achieved, and suggest that adrenergic regulation of the PROTEIN gene and of genes of the PROTEIN2 family in adipose tissues is the result of complex interactions between the different beta-AR pathways
494	A specific enhancement in PROTEIN1 mediated PROTEIN2 secretion is the earliest reported developmental alteration in PROTEIN secretion from islets of ob/ob mice, and thus a logical target for leptin action
509	The PROTEIN1 inhibitor U 71322 prevented the activation of PROTEIN by PROTEIN2 
524	These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN1 secretion in primed islets but that PROTEIN activation can clearly be dissociated from PROTEIN secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN2 secretion
