Sentence_ID	Sentence
IEPA.d11.s23	Amyloid beta protein (25-35) stimulation of phospholipases A, C and D activities of LA-N-2 cells
IEPA.d11.s24	[3H]Inositol prelabeled LA-N-2 cells were exposed to varying concentrations of A beta P, from 20 to 125 micrograms/ml, and phospholipase C activation was measured
IEPA.d11.s25	The effects of adrenergic, metabotropic amino acid and bombesin antagonists on the A beta P mediated stimulation of phospholipase C activity was investigated
IEPA.d11.s26	Propranolol, a beta adrenergic antagonist, 7-chloro-kynurenic acid, a metabotropic amino acid antagonist, and [Tyr4-D-Phe12]bombesin, a bombesin antagonist, blunted the A beta P stimulation of phospholipase C activity in [3H]inositol prelabeled LA-N-2 cells
IEPA.d11.s27	This suggests that amyloid beta protein activation of phospholipase C may be receptor mediated
IEPA.d11.s28	The phospholipase C inhibitor U 71322 prevented the activation of phospholipase C by A beta P
IEPA.d12.s29	These results suggest that APP-S secretion and A beta production in NT2N neurons are regulated by the muscarinic/phospholipase C signal transduction pathway
IEPA.d13.s30	Current interest in reducing heart disease risks by diet involves attention to total fat; saturated, monounsaturated, polyunsaturated and trans fatty acids, as well as dietary cholesterol, soluble fiber, salt, alcohol, antioxidants, dietary alterations causing homocysteinemia and other dietary constituents, such as flavonoid compounds in some soy products
IEPA.d21.s45	These data suggest that cAMP-dependent phosphorylation at a step involving GTP-binding protein/PLC coupling can exert a negative effect on the stimulation of IP3 formation by oxytocin and thereby affect contraction/relaxation in the myometrium
IEPA.d40.s96	Roles of GTP and phospholipase C in the potentiation of Ca(2+)-induced insulin secretion by glucose in rat pancreatic islets
IEPA.d40.s97	There was a 98% greater augmentation of insulin secretion by 16.7 mM glucose (in the presence of diazoxide and 40 mM K+) in primed islets; however, the ability of high glucose to augment PLC activity bore no relationship to the secretory response
IEPA.d40.s98	MPA markedly inhibited PLC in both conditions; however, insulin secretion was only inhibited (by 46%) in primed islets
IEPA.d40.s99	These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced insulin secretion in primed islets but that PLC activation can clearly be dissociated from insulin secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced insulin secretion
IEPA.d41.s100	Regulation of insulin secretion via ATP-sensitive K+ channel independent mechanisms: role of phospholipase C
IEPA.d41.s101	The further addition of carbachol, an agonist that activates an isozyme of phospholipase C distinct from that activated by glucose, together with K+, 20 mM glucose, plus diazoxide resulted in a sustained amplification of insulin secretion from mouse but not rat islets
IEPA.d41.s102	The inability to activate a nutrient- and calcium-regulated phospholipase C isozyme in mouse islets to the same extent as in rat islets appears to account, at least in part, for these different insulin secretory responses under these unique conditions
IEPA.d44.s112	Further, the oxytocin-induced activation of IK(sl) was effectively antagonized by 5 x 10(-8) mol/l U-73122 or 5 x 10(-6) mol/l 2-nitro-4-carboxyphenyl N,N-diphenylcarbamate (inhibitors of the cell membrane phospholipase C), as well as by intracellularly applied heparin (selective inhibitor of inositol-1,4,5-trisphosphate (IP3)-induced Ca2+ release channels)
IEPA.d44.s113	The data obtained suggest (i) that selective oxytocin receptors are present on the membranes of guinea-pig antral smooth muscle cells, (ii) that the oxytocin-related relaxation may result from the activation of Ca(2+)-sensitive K+ conductivity via activation of IP3-induced release of Ca2+ from the submembrane located cisternae of the sarcoplasmic reticulum Ca2+ stores and (iii) in turn, this evokes a non-inactivating component of IK, hyperpolarizing the cell membrane
IEPA.d88.s207	To elucidate the pathophysiologic significance of UCP3 and UCP2 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with leptin receptor defect, and investigated expression of the genes encoding UCP3 and UCP2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative
IEPA.d88.s208	These results clearly demonstrate that UCP3 gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with leptin receptor defect, and that adipose UCP3 gene expression is increased in response to TZDs in vitro
IEPA.d99.s237	Enhanced phosphoinositide hydrolysis via overexpression of phospholipase C beta1 or delta1 inhibits stimulus-induced insulin release in insulinoma MIN6 cells.
IEPA.d99.s238	To study the effects of enhanced phosphoinositide hydrolysis on insulin secretion, phosphoinositide-specific phospholipase Cbeta1 (PLCbeta1) or PLCdelta1 was overexpressed in insulinoma MIN6 cells via adenoviral vectors.
IEPA.d111.s269	Plasma oxytocin, and some functionally related peptides (CCK, gastrin, somatostatin and insulin), were measured by standard radioimmunoassay techniques
IEPA.d119.s287	The gibberellin-responsive elements conserved in cereal alpha-amylase genes are not included in the 5'-upstream region of Rep1 or RepA
IEPA.d141.s338	Tolbutamide and diazoxide modulate phospholipase C-linked Ca(2+) signaling and insulin secretion in beta-cells
IEPA.d141.s339	We examined whether tolbutamide and diazoxide, which close or open ATP-sensitive K(+) channels (K(ATP) channels), respectively, interact with PLC-linked Ca(2+) signals in HIT-T15 and mouse beta-cells and with PLC-linked insulin secretion from HIT-T15 cells
IEPA.d141.s340	Thus tolbutamide and diazoxide regulate both PLC-linked Ca(2+) signaling and insulin secretion from pancreatic beta-cells by modulating K(ATP) channels, thereby determining voltage-sensitive Ca(2+) influx
IEPA.d152.s368	We examined for the first time in young men effects of intravenous injections of NPY (4x50 or 100 microg, n = 9 and 11, respectively, at 22.00, 23.00, 24.00 and 01.00 compared to saline) on the sleep electroencephalogram (EEG; recorded from 23.00 to 07.00) and nocturnal secretion of adrenocorticotrophic hormone (ACTH), cortisol, growth hormone (GH), prolactin and leptin
IEPA.d184.s441	These results suggest that T3 may increase UCP family expression independent of leptin action
IEPA.d190.s454	Leptin effects on pulsatile gonadotropin releasing hormone secretion from the adult rat hypothalamus and interaction with cocaine and amphetamine regulated transcript peptide and neuropeptide Y [In Process Citation]
IEPA.d190.s455	Leptin may act as a negative feedback signal to the hypothalamic control of appetite through suppression of neuropeptide Y (NPY) secretion and stimulation of cocaine and amphetamine regulated transcript (CART).
IEPA.d190.s456	We aimed at studying the effects of leptin, CART and NPY on the hypothalamic control of the pituitary-gonadal system.
IEPA.d190.s457	The increase in GnRH pulse amplitude caused by leptin was totally prevented by coincubation with an anti-CART antiserum whereas it was not affected by coincubation with the NPY Y5-receptor antagonist (10(-7) M).
IEPA.d190.s458	In conclusion, leptin and NPY show separate permissive effects on GnRH secretion in the adult rat hypothalamus.
IEPA.d199.s484	The induction of alpha-amylase triggered by gibberellic acid in barley embryos is repressed by sugars
IEPA.d199.s485	Our results indicate that glucose represses gibberellin signalling late along this hormone transduction pathway, downstream of transcription of the gibberellin-modulated transcriptional activator (GAMYB) needed for alpha-amylase induction
IEPA.d68.s169	The results demonstrate that potent antioxidants, such as flavonoids, protect MM-LDL from lipoperoxidation and preserve their ability to efficiently deliver cholesterol to cells
IEPA.d102.s241	Constitutive expression of PKABA1 drastically suppressed expression of low- and high-pI alpha-amylase and protease genes induced by GA
IEPA.d108.s251	Long-term changes in gastrin, cholecystokinin and insulin in response to oxytocin treatment
