Sentence_ID	Sentence
IEPA.d17.s34	The aim of this study was to investigate the effects of hCG, hCG plus oxytocin and oxytocin on [3H] inositol phosphate (IP) formations in porcine myometrial cells obtained from ovariectomized and cyclic gilts
IEPA.d17.s35	The highest production of total inositol phosphates (d.p.m.) was found in cells from ovariectomized gilts given in vivo estradiol benzoate and progesterone for five consecutive days and treated with 1000 mU hCG and 100 mU hCG plus 1 microM oxytocin (984 +/- 84 and 1063 +/- 131 vs 314 +/- 36, respectively)
IEPA.d17.s36	There was also a very significant increase of IP1 after the addition of 1000 mU hCG (p < 0.001) and IP1 and IP3 when 1000 mU hCG plus oxytocin were added (p < 0.001 and p < 0.01, respectively)
IEPA.d17.s37	Only oxytocin alone increased the formation of IPs in cells from ovariectomized pigs treated with estradiol in vivo (p < 0.01)
IEPA.d17.s38	The highest dose of hCG plus The highest dose of hCG plus oxytocin provoked accumulation of total [3H]inositol phosphate (p < 0.05) 53% over the basal level on days 21/1 of the estrous cycle
IEPA.d17.s39	The present study demonstrates that hCG and oxytocin can increase the accumulation of inositol phosphates in porcine myometrial cells
IEPA.d28.s60	In HVSMC both oxytocin and AVP increased inositol 1,4,5-trisphosphate (IP3) production and [Ca2+]i response, but the efficacy of the responses was greater for oxytocin than AVP
IEPA.d32.s66	Gamma-aminobutyric acid mediation of the inhibitory effect of nitric oxide on the arginine vasopressin and oxytocin responses to insulin-induced hypoglycemia
IEPA.d32.s67	Previous studies have demonstrated that the nitric oxide (NO) synthase inhibitor L-NAME exerts positive effects on the arginine vasopressin (AVP) and oxytocin (OT) responses to insulin-induced hypoglycemia, suggesting inhibitory actions of NO
IEPA.d32.s68	AVP and OT secretory patterns during insulin (0.15 IU/kg, i.v.)-tolerance tests (ITT) were examined in seven normal male subjects with (experimental tests) and without (control test) concomitant treatment with L-NAME (40 micrograms/kg injected plus 50 micrograms/kg infused, i.v.), the GABAergic agent sodium valproate (600 mg in three divided doses orally) or the combination of L-NAME and sodium valproate
IEPA.d32.s69	Insulin-induced hypoglycemia increased by 2-fold (peak vs. baseline) plasma AVP and OT levels
IEPA.d32.s70	These data indicate a GABAergic mediation of the inhibitory modulation by NO of the AVP and OT responses to insulin-induced hypoglycemia
IEPA.d67.s167	Association of the insulin receptor with phospholipase C-gamma (PLCgamma) in 3T3-L1 adipocytes suggests a role for PLCgamma in metabolic signaling by insulin
IEPA.d67.s168	To determine the functional significance of the interaction of PLCgamma and the IR, we used a specific inhibitor of PLC, U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PLCgamma to block insulin-stimulated GLUT4 translocation
IEPA.d77.s185	Although osmotic stimuli cause an increase in nitric oxide synthase (NOS) activity as well as synthesis of AVP and oxytocin in the paraventricular (PVN) and supraoptic nuclei (SON), it is not known whether NOS activity in the hypothalamus changes in the diabetic patients who have plasma hyperosmolality with hyperglycaemia caused by insulin deficiency
IEPA.d77.s186	Three weeks after administration of STZ, the diabetic rats were subcutaneously treated with insulin for 1 week, which resulted in significant suppression of the induction of nNOS, AVP and oxytocin gene expression in the PVN and SON
IEPA.d96.s231	Downregulation of uncoupling protein 2 mRNA in white adipose tissue and uncoupling protein 3 mRNA in skeletal muscle during the early stages of leptin treatment
IEPA.d96.s232	Leptin by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in UCP-2 mRNA in WAT (47-52%) and UCP-3 mRNA in SM (33-37%)
IEPA.d96.s233	Denervation suppressed mRNA levels for UCP-2 (49%), UCP-3 (36%), and COX-IV (59%) and eliminated the acute response to leptin in SM
IEPA.d120.s288	Furthermore, our 14C-acetate-labeling studies showed a 50% reduction in cholesteryl ester synthesis in the presence of either flavonoid, which could account for the reduction in net apoB secretion caused by incubation with these compounds
IEPA.d132.s319	The effects of the fluorinated analogues were evaluated on inhibition of cress seed germination and inhibition of gibberellin-inducible alpha-amylase induction in embryoless barley half-seeds
