Sentence ID,Sentence,isValid,Unique ID
8,"SP ewes also had greater incorporation of [3H]inositol into PROTEIN1 (IP3) (+3449%, p less than 0.01) and total PROTEIN (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN2 and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16",False,U_1
23,"These results support the hypothesis that the heart may be a target organ for PROTEIN1 and that PROTEIN2 modulates IL-1beta-induced iNOS expression in myocytes through the V1a receptor, which is mediated at least partially via activation of PROTEIN ",False,U_9
38,"These observations suggest that bradykinin, like PROTEIN1 activates phospholipase C which generates PROTEIN2 with a subsequent release of Ca2+ from intracellular stores followed by store-operated Ca2+ influx",True,U_14
53,We conclude that PROTEIN1 activation is a necessary step in the signal transduction pathway linking low concentrations of PROTEIN2 to Ca2+ spiking in A7r5 cells,True,U_25
68,Dietary intakes of PROTEIN1 PROTEIN2 and PROTEIN by Japanese women and the inverse correlation between quercetin intake and plasma LDL PROTEIN concentration,False,U_31
83,"When taken in their entirety, the experimental evidence suggests that the activation of PROTEIN1 is an essential component in the physiologic regulation of PROTEIN secretion and that disordered activation of the enzyme culminates in disordered PROTEIN2 release",False,U_38
98,The beta PROTEIN1 protein fragments had diverse effects on phosphoinositide-specific PROTEIN2 (PI-PLC) as assayed in rat cortical membranes,True,U_49
113," PROTEIN1 overexpression increased PROTEIN2 mRNA by more than 10-fold in epididymal, retroperitoneal, and subcutaneous fat tissue of normal, but not of leptin-receptor-defective obese rats",True,U_55
128,"While PROTEIN1 maintains or favors energy-dissipating mechanisms ( PROTEIN PROTEIN and PROTEIN2 , the latter are markedly depressed in pair-fed rats",True,U_62
143,These findings led us to conclude that inositol trisphosphate [corrected] causes Ca2+ mobilization by muscarinic activation of PROTEIN1 leading to intracellular translocation of PROTEIN2 granules to the ready-releasable pool in pancreatic beta-cells via Ca2+/calmodulin-dependent phosphorylation of myosin light chains,True,U_71
158,"In contrast, PROTEIN1 had no effect on the distribution of any PROTEIN2 isoform tested",False,U_84
173,The current study demonstrates that PROTEIN1 rapidly influences the secretion of hypothalamic PROTEIN and CRH and that these actions of PROTEIN2 within the hypothalamus are restrained by the presence of endogenous corticosterone,False,U_93
188,The PROTEIN antagonist 1-deamino-2-D-Tyr-(OEt)-4-Thr-8-Orn-oxytocin administered ICV increased PROTEIN1 levels itself and therefore the effect on PROTEIN induced PROTEIN2 secretion was difficult to evaluate,False,U_105
203,"However, the PROTEIN1 dependent stimulation required activation of PROTEIN (PKC), whereas the inhibition was PROTEIN2 independent, indicating that the NGF-induced signaling pathways leading to inhibition and stimulation of HCO3- absorption are distinct",False,U_117
218,"Interestingly, both 5-HT and PROTEIN1 modulate the action of PROTEIN2 which may form a part of a common output pathway for the expression of appetite",True,U_127
233,"During luteinization of bovine granulosa cells in vitro in the presence of PROTEIN1 or PROTEIN2 plus forskolin, there is a massive upregulation not only of progesterone production, but also of the gene for the peptide hormone PROTEIN with secretion of the peptide into the medium",False,U_142
248,"OBJECTIVE: In order to elucidate the roles of PROTEIN1 (IP3) and oxytocin (OT) receptors in rabbit parturition, the concentration of PROTEIN2 induced by PROTEIN and the OT receptor levels were determined in rabbit myometria before and after parturition",False,U_151
263,"To explore the possible roles of the hypothalamic melanocortin system in PROTEIN action, we examined the effects of intracerebroventricular (i.c.v.) injection of PROTEIN1 with or without SHU9119, a potent antagonist of alpha-melanocyte stimulating hormone, on food intake, body weight, and mitochondrial PROTEIN2 (UCP-1) mRNA expression in the brown adipose tissue (BAT) in rats",False,U_160
