Sentence ID,Sentence,isValid,Unique ID
12,"These results indicate that oTP-1 may prevent luteolysis by inhibiting development of endometrial responsiveness to PROTEIN and, therefore, reduce PROTEIN1 induced synthesis of PROTEIN2 and PGF2 alpha",True,U_2
27,"In these cells, PROTEIN1 also causes the translocation of PROTEIN from the cytosol to the cell membrane which is maximal at 5 min, but the intracellular events distal to PROTEIN2 activation that underlie ACTH secretion have not been well characterized to date",False,U_11
42,The inhibitory action of PROTEIN1 involves both the activation of PROTEIN2 and the transcription of iNOS mRNA in cultured rat GMC,True,U_16
57,"Using reverse transcriptase-polymerase chain reaction analysis, the mRNA expression of fatty acid translocase (FAT)/CD36, PPAR-gamma2, PROTEIN PROTEIN1 and PROTEIN2 and tumor necrosis factor (TNF)-alpha was investigated in gluteal subcutaneous fat biopsies before and after 5 h infusions of saline or Intralipid (Pharmacia and Upjohn, Milan, Italy) plus heparin, which does not modify insulinemia",False,U_27
72,Dietary intakes of PROTEIN PROTEIN1 and PROTEIN2 by Japanese women and the inverse correlation between quercetin intake and plasma LDL PROTEIN concentration,False,U_31
87," PROTEIN1 beta protein stimulation of PROTEIN2 was absent from LA-N-2 cells previously treated with norepinephrine, trans-1-amino-1,3-cyclopentanedicarboxylic acid (t-ACPD), bombesin, or PROTEIN beta peptide",True,U_42
102,"Once the abnormally phosphorylated abnormal PROTEIN isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN isoform that aggregates to abnormally phosphorylated abnormal PROTEIN isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN1 specific PROTEIN2 ",True,U_50
117,"Treatment with (+)-trifluoro-ABA strongly inhibited the PROTEIN1 inducible expression of PROTEIN2 I-1 encoded by RAmy1A in the aleurone layers of embryoless half-seeds at the levels of transcription, protein synthesis, and enzyme activity",True,U_59
132,"In order to establish whether melatonin alters basal and/or stimulated PROTEIN1 secretion, 18 normal men were treated (p.o.) with 6 or 12 mg melatonin or placebo in basal conditions (N-6 subjects) or concomitantly to the administration of PROTEIN2 (O.15 IU/kg body weight in an i.v. bolus) (N-6 subjects) or angiotensin II (increasing doses of 4, 8 and 16 ng/kg/min, at intervals of 20 min)",False,U_64
147,"Quantitative studies at early times demonstrated that cycloheximide treatment of aleurone layers increased mRNA levels 4-fold, whereas a combination of PROTEIN1 plus cycloheximide treatment was required to increase PROTEIN2 mRNA levels to the same extent",True,U_75
162,These findings are consistent with increased PROTEIN1 signaling to the PROTEIN and POMC neurons in the ARC by physiological levels of circulating PROTEIN2 during normal feeding,False,U_86
