Sentence ID,Sentence,isValid,Unique ID
3,"SP ewes also had greater incorporation of [3H]inositol into PROTEIN (IP3) (+3449%, p less than 0.01) and total PROTEIN1 (IP) (+760%, p less than 0.08), in response to PROTEIN than did oCSP ewes (+553 and +168% for PROTEIN2 and total PROTEIN respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16",False,U_1
18,"Cellular preincubation with 200 microg/ml antibodies against the inositolphosphoglycan (IPG) moiety of the GPI-anchor (Ab(IPG)), or depletion in GPI-anchored proteins by cellular pretreatment with 0.5 U/ml PI- PROTEIN1 1 mM PROTEIN2 and 2 HU/ml streptolysin-O, or depletion in membrane cholesterol content by filipin (5 microg/ml), digitonin (5 microg/ml) and cholesterol oxidase (0.5 U/ml) decreases the HDL3-signal, suggesting the involvement of a lipolytic cleavage of GPI-anchored proteins",False,U_5
33,"We conclude that: (1) PROTEIN1 causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN2 activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",False,U_13
48,The PROTEIN1 Ro-31-8220 (1 microM) and calphostin C (250 nM) completely blocked the stimulation of Ca2+ spiking by either PMA or PROTEIN2 ,True,U_22
63,"These data suggest that the in vivo gene expression of FAT/CD36, PPAR-gamma2, PROTEIN1 PROTEIN2 PROTEIN and TNF-alpha in subcutaneous adipose tissue is regulated by circulating lipids independent of insulin and that prolonged hyperlipidemia may therefore contribute to increased fat metabolism and storage as a result of the increased expression of these proteins",False,U_29
78,The physiologic regulation of glucose-induced PROTEIN1 secretion is dependent upon the activation of information flow in the PROTEIN2 (PLC)/protein kinase C (PKC) signal transduction system,True,U_35
93,"The etiology for diabetes mellitus in PWS may be related to the morbid obesity and consequent PROTEIN1 resistance, because a decrease of PROTEIN2 neurons and leptin resistance in PWS may cause hyperphagia, inducing obesity",False,U_46
108,"Once the abnormally phosphorylated abnormal PROTEIN isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular PROTEIN isoform that aggregates to abnormally phosphorylated abnormal PROTEIN1 isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a PROTEIN specific PROTEIN2 ",False,U_50
123,"In marked contrast, intracerebroventricular PROTEIN1 administration was accompanied by the maintenance of high PROTEIN2 PROTEIN and PROTEIN expression in all these tissues",True,U_61
138,DESIGN: Case-control study: the PROTEIN response to PROTEIN1 induced hypoglycaemia was measured in normal and diabetic patients with or without residual endogenous PROTEIN2 secretion,False,U_68
153,A truncated form of PROTEIN1 encompassing the C-terminal domain (residues 105-242) interacts with PROTEIN2 but does not affect its catalytic activity,True,U_81
168,No rapid-onset effects of PROTEIN1 on hypothalamic PROTEIN2 or CRH concentrations were observed in intact mice,False,U_90
183,Subcutaneous injections of PROTEIN1 increased PROTEIN2 glucagon and glucose levels significantly,True,U_103
198,"In brown adipose tissue of lean animals, multilocular PROTEIN1 (UCP)-positive brown adipocytes had typical brown mitochondria and were PROTEIN2 negative, both in fed and fasted conditions",False,U_113
213,"Intraperitoneal 6HDA, 100 mg/kg, as a single dose at 1800, increased plasma PROTEIN approximately twofold after 18-20 h, increased IBAT (but not epididymal fat) PROTEIN1 mRNA by two- to threefold, and decreased IBAT PROTEIN2 mRNA to 30-40% of control",False,U_122
228,"Similarly, central PROTEIN1 treatment also had a greater effect in suppressing hypothalamic PROTEIN2 mRNA expression in young (-23+/-4%) than in old (-8+/-4%) rats compared with their age-matched pair-fed treated rats",True,U_137
243,"By comparison with the promoters of PROTEIN1 genes, which are also induced by PROTEIN2 we suggest that GARE is coupled with the upstream element and the pyrimidine box to form a PROTEIN response complex",True,U_148
258,Inhibition of 5-HT3 serotonergic receptors with ondansetron (4 or 8 mg) did not modify the basal secretion of AVP and PROTEIN1 and the PROTEIN response to PROTEIN2 induced hypoglycemia,False,U_159
273,"The expression of uterine PROTEIN1 and PROTEIN were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN mRNA expression and exogenous administration of PROTEIN2 resulted in induction of the uterine PROTEIN and PROTEIN levels",False,U_169
288,"These results indicate that PROTEIN gene expressions during pregnancy are regulated tissue-dependently, and up-regulation of uterine PROTEIN and PROTEIN1 mRNA may be due to increased PROTEIN2 levels",True,U_170
303," PROTEIN1 infusion diminished hypothalamic PROTEIN2 levels by nearly 50% compared with pair-fed young rats, whereas there were no changes in the hypothalamic PROTEIN mRNA levels in senescent rats",True,U_179
318,"It was observed that in hypothyroid rats, ICV PROTEIN1 was unable to maintain muscle PROTEIN2 expression at values measured in ad libitum fed controls",True,U_185
333,"Co-expression of PLD1 with PROTEIN1 has the same effect, while co-expression of PLD2 with PROTEIN allows PLD2 activity to be stimulated in an PROTEIN2 dependent manner.",False,U_196
348,"The highest production of total PROTEIN1 (d.p.m.) was found in cells from ovariectomized gilts given in vivo estradiol benzoate and progesterone for five consecutive days and treated with 1000 mU hCG and 100 mU hCG plus 1 microM PROTEIN2 (984 +/- 84 and 1063 +/- 131 vs 314 +/- 36, respectively)",True,U_209
363,"AVP and PROTEIN1 secretory patterns during PROTEIN2 (0.15 IU/kg, i.v.)-tolerance tests (ITT) were examined in seven normal male subjects with (experimental tests) and without (control test) concomitant treatment with L-NAME (40 micrograms/kg injected plus 50 micrograms/kg infused, i.v.), the GABAergic agent sodium valproate (600 mg in three divided doses orally) or the combination of L-NAME and sodium valproate",False,U_217
378,Downregulation of PROTEIN1 mRNA in white adipose tissue and PROTEIN2 mRNA in skeletal muscle during the early stages of PROTEIN treatment,False,U_224
393,"A negative correlation between WAT O2 consumption and PROTEIN1 expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle PROTEIN2 expression, as well as for plasma PROTEIN and WAT PROTEIN expression",False,U_232
408,"Experimental studies provided evidences that PROTEIN1 cholecystokinin (CCK), galanin (GAL), PROTEIN2 (NPY) and insulin are involved in feeding behaviour",False,U_240
