Sentence ID	Sentence	isValid
47	 PROTEIN1 binds to the C-terminal SH2 domain of PROTEIN2 and inhibits its enzymatic activity	True
48	In this report, we demonstrate the stable association of PROTEIN1 with PROTEIN in a clathrin-coated vesicle complex, which not only binds to the carboxyl-terminal SH2 domain of PROTEIN2 but also inhibits its enzymatic activity in a dose-dependent manner	False
49	In this report, we demonstrate the stable association of PROTEIN1 with PROTEIN2 in a clathrin-coated vesicle complex, which not only binds to the carboxyl-terminal SH2 domain of PROTEIN but also inhibits its enzymatic activity in a dose-dependent manner	True
50	In this report, we demonstrate the stable association of PROTEIN with PROTEIN1 in a clathrin-coated vesicle complex, which not only binds to the carboxyl-terminal SH2 domain of PROTEIN2 but also inhibits its enzymatic activity in a dose-dependent manner	True
51	The protein PROTEIN1 functions in a multi-subunit E3 ubiquitin ligase that targets the hypoxia-inducible transcription factor PROTEIN2 for proteasomal degradation during normoxia	True
52	We establish that PROTEIN1 binds to PROTEIN ( PROTEIN2 , a component of the 19S regulatory complex of the proteasome	True
53	We establish that PROTEIN binds to PROTEIN1 ( PROTEIN2 , a component of the 19S regulatory complex of the proteasome	False
54	We establish that PROTEIN1 binds to PROTEIN2 ( PROTEIN , a component of the 19S regulatory complex of the proteasome	True
55	 PROTEIN1 associates with the beta-domain of PROTEIN2 and complexes with PROTEIN and PROTEIN in vivo	True
56	 PROTEIN1 associates with the beta-domain of PROTEIN and complexes with PROTEIN2 and PROTEIN in vivo	True
57	 PROTEIN1 associates with the beta-domain of PROTEIN and complexes with PROTEIN and PROTEIN2 in vivo	True
58	 PROTEIN associates with the beta-domain of PROTEIN1 and complexes with PROTEIN2 and PROTEIN in vivo	False
59	 PROTEIN associates with the beta-domain of PROTEIN1 and complexes with PROTEIN and PROTEIN2 in vivo	False
60	 PROTEIN associates with the beta-domain of PROTEIN and complexes with PROTEIN1 and PROTEIN2 in vivo	False
61	Overexpression of PROTEIN1 promotes degradation of PROTEIN2 in a pVHL-dependent manner that requires the ATPase domain of PROTEIN 	True
62	Overexpression of PROTEIN promotes degradation of PROTEIN1 in a pVHL-dependent manner that requires the ATPase domain of PROTEIN2 	True
63	Overexpression of PROTEIN1 promotes degradation of PROTEIN in a pVHL-dependent manner that requires the ATPase domain of PROTEIN2 	False
64	Blockade of PROTEIN1 expression by small interfering RNA (siRNA) causes prolonged degradation kinetics of PROTEIN2 	True
