Sentence ID,Sentence,isValid,Unique ID
6,"By electrophoretic mobility shift assay using the PROTEIN PROTEIN1 site and nuclear extracts from macrophages, we observed a specific protein-DNA complex formation, which was inhibited by a specific antibody against the transcription factor PROTEIN ( PROTEIN2 ",False,U_3
27,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN1 and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN2 to its target proteins",True,U_10
48,"In this report, we demonstrate the stable association of PROTEIN1 with PROTEIN in a clathrin-coated vesicle complex, which not only binds to the carboxyl-terminal SH2 domain of PROTEIN2 but also inhibits its enzymatic activity in a dose-dependent manner",False,U_20
69,A PROTEIN1 mutant containing a P154L substitution coimmunoprecipitates with PROTEIN but not PROTEIN and does not promote degradation of PROTEIN2 ,False,U_27
90,The human PROTEIN1 mRNA editing protein is a PROTEIN2 showing structural homology to some known mammalian and bacteriophage deoxycytidylate deaminases,False,U_31
111,We report that PROTEIN1 (MutS homolog 2) protein interacts with the ATR (ATM- and Rad3-related) kinase to form a signaling module and regulate the phosphorylation of PROTEIN2 and PROTEIN (structure maintenance of chromosome 1),True,U_45
132,Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN PROTEIN2 and PROTEIN to the beta-amyloid protein of Alzheimer's disease,False,U_52
153,"Characterization of EC and PROTEIN PROTEIN bound to A beta (1-28) revealed strong binding by PROTEIN weak binding by PROTEIN1 and PROTEIN two dermatan sulfate proteoglycans, and lack of binding by PROTEIN2 PROTEIN a large chondroitin sulfate proteoglycan",False,U_58
174," PROTEIN1 specifically interacted with the general transcription factors PROTEIN2 TBP, and PROTEIN but not with TFIIEalpha in the PROTEIN pull-down assays",True,U_62
195,BACKGROUND: Both PROTEIN (AR) and orphan receptor PROTEIN1 ( PROTEIN2 belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,False,U_69
216," PROTEIN1 ( PROTEIN , PROTEIN ( PROTEIN2 , and PROTEIN ( PROTEIN constitute a family of evolutionarily conserved, small, acidic, nuclear proteins, which have been implicated in terminal differentiation, growth suppression, and apoptosis",False,U_79
237,"Data also has been obtained that PROTEIN and PROTEIN as well as PROTEIN1 interact with both PROTEIN2 and cyclinB1, resulting in inhibition of the kinase activity of the PROTEIN cyclinB1 complex",True,U_83
258,The receptor binding site of PROTEIN1 also is significantly different from the binding sites of PROTEIN2 and PROTEIN providing insight into the issue of receptor specificity,False,U_89
279,"Subsequent amino acid sequencing revealed many peptides involving PROTEIN cross-linked either to itself or to a variety of other known CE protein components, including PROTEIN PROTEIN PROTEIN1 keratins, members of the small proline-rich superfamily, PROTEIN and unknown proteins related to the PROTEIN2 family",False,U_97
300,"Catalytic domains of the tyrosine phosphatases PROTEIN1 PROTEIN and PTPbeta did not interact with proteins of the catenin family to detectable levels, suggesting that the interaction of PROTEIN2 with these proteins is specific",False,U_103
321,We have cloned cDNAs encoding the human and mouse homologs of the yeast U3 snoRNP-associated proteins PROTEIN1 and PROTEIN2 ,False,U_108
342,In contrast to PROTEIN1 the potency of direct activation of PROTEIN2 was not affected by co-expression with PROTEIN ,False,U_118
363,"We propose that PROTEIN and PROTEIN1 in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN under specific stimuli, acting to regulate precisely Rac and PROTEIN2 activities",True,U_123
384,The sterol-independent regulatory element (SIRE) of the PROTEIN ( PROTEIN promoter mediates PROTEIN1 (OM)-induced transcription of the PROTEIN2 gene through a cholesterol-independent pathway,True,U_129
405,"Downregulation of PROTEIN by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN but not by PROTEIN1 with mutations in the PROTEIN2 phosphorylation sites",False,U_132
426,"The 130- and 240-kDa sialoadhesin-binding glycoproteins were identified as the sialomucins PROTEIN and PROTEIN1 ( PROTEIN2 , respectively",False,U_142
