Sentence ID,Sentence,isValid,Unique ID
20,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN1 and the E3 sumo ligases PROTEIN2 and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",False,U_10
41,The association of PROTEIN with PROTEIN1 was mediated by the NH2-terminal Src homology 2 (SH2) domain of PROTEIN2 ,True,U_15
62,Overexpression of PROTEIN promotes degradation of PROTEIN1 in a pVHL-dependent manner that requires the ATPase domain of PROTEIN2 ,True,U_24
83,"Thus, the ability of PROTEIN1 to degrade PROTEIN depends in part on its interaction with PROTEIN2 and suggests a new mechanism for PROTEIN stabilization in some PROTEIN deficient tumors",True,U_28
104,"In contrast, LFA-1-mediated cell adhesion and spreading on intercellular cell adhesion molecule 1 is strongly inhibited by a PROTEIN1 mutant, which fails to catalyze PROTEIN2 GDP-GTP exchange in vitro",True,U_38
125,"Overexpression of PROTEIN results in a zinc finger-dependent localization of a PROTEIN isoform and dynactin to MT bundles, raising the possibility that PROTEIN1 and PROTEIN2 regulate dynein/dynactin binding to MTs",False,U_50
146,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell ( PROTEIN1 -derived PROTEIN2 to A beta was examined to determine whether the accumulation of A beta in cerebrovascular PROTEIN deposits may be due to its interactions with PROTEIN ",False,U_55
167,"Characterization of EC and PROTEIN PROTEIN1 bound to A beta (1-28) revealed strong binding by PROTEIN weak binding by PROTEIN and PROTEIN2 two dermatan sulfate proteoglycans, and lack of binding by PROTEIN PROTEIN a large chondroitin sulfate proteoglycan",True,U_58
188,Immobilized PROTEIN also bound PROTEIN besides PROTEIN1 and PROTEIN2 ,False,U_67
209,Cloning and characterization of two evolutionarily conserved subunits ( PROTEIN1 and PROTEIN of human PROTEIN2 and their involvement in functional interactions with TFIIIB and RNA polymerase III,False,U_77
230,"Yet, whether PROTEIN and/or PROTEIN1 function as inhibitors of PROTEIN2 cyclinB1 kinase and/or play a role in G2/M cell cycle arrest has not been fully established",True,U_81
251,The tyrosine kinase PROTEIN1 is physically associated with the Type I interferon ( PROTEIN receptor complex and is rapidly activated during PROTEIN2 stimulation,True,U_85
272, PROTEIN PROTEIN1 memA interacts with PROTEIN PROTEIN2 and SRrp130 in corneal epithelial cells,True,U_95
293,The transmembrane PROTEIN PROTEIN1 interacts with PROTEIN2 ,True,U_99
314,"Our findings showed that the same C-terminal portion of PROTEIN1 binds the N-terminal domains of both TR and PROTEIN and our in vivo studies demonstrated that TR, PROTEIN and PROTEIN2 form a ternary complex",False,U_106
335,"Previously, we showed that the PROTEIN1 or PROTEIN2 subunit genes can be genetically fused to the alpha gene to produce biologically active single chains, PROTEIN and F beta alpha, respectively",False,U_116
356," PROTEIN and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN1 PROTEIN2 PROTEIN Shc, and Crk",False,U_121
377,Expression of PROTEIN in 293T cells led to a reduction in active PROTEIN1 and PROTEIN2 levels but not RhoA,False,U_127
398,"Here, we characterize the interaction between PROTEIN and PROTEIN1 show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN2 in vivo",False,U_131
419,"Preincubation with genistein, a tyrosine kinase inhibitor, blocked the GH-stimulated adhesion and PROTEIN PROTEIN1 p125FAK, and PROTEIN2 phosphorylation",False,U_139
