Sentence ID,Sentence,isValid,Unique ID
14,Direct interaction between the cytoplasmic tail of PROTEIN1 and the Src homology 3 domain of PROTEIN activates PROTEIN2 in C2C12 cells,True,U_7
35," PROTEIN1 associates with PROTEIN2 Syk, and phospholipase C-gamma(1) upon B cell activation",True,U_13
56, PROTEIN1 associates with the beta-domain of PROTEIN and complexes with PROTEIN2 and PROTEIN in vivo,True,U_23
77,"Thus, the ability of PROTEIN to degrade PROTEIN1 depends in part on its interaction with PROTEIN2 and suggests a new mechanism for PROTEIN stabilization in some PROTEIN deficient tumors",False,U_28
98, PROTEIN dimers formed through self-association of the TATA-binding polypeptide ( PROTEIN subunit and could be immunoprecipitated with antibodies to PROTEIN1 the core subunit of PROTEIN2 ,True,U_33
119,"In addition, both PROTEIN1 and PROTEIN2 are required for the activation of the S-phase checkpoint to suppress DNA synthesis in response to MNNG, and phosphorylation of PROTEIN is required for cellular survival",False,U_48
140,"Previous studies have demonstrated the immunolocalization of PROTEIN a specific PROTEIN to the PROTEIN1 protein (A beta)-containing PROTEIN2 deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",False,U_53
161,"Characterization of EC and PROTEIN PROTEIN1 bound to A beta (1-28) revealed strong binding by PROTEIN2 weak binding by PROTEIN and PROTEIN two dermatan sulfate proteoglycans, and lack of binding by PROTEIN PROTEIN a large chondroitin sulfate proteoglycan",True,U_58
182,"In addition, coexpression of PROTEIN1 but not PROTEIN2 further stimulated the Bcl3-mediated enhancement of the 9-cis-RA-induced transactivations of RXR",False,U_65
203," PROTEIN detected by anti-CD18 mAb, was coprecipitated with PROTEIN1 from human neutrophil lysates by a mAb to PROTEIN2 ",False,U_73
224," PROTEIN ( PROTEIN , PROTEIN1 ( PROTEIN , and PROTEIN2 ( PROTEIN constitute a family of evolutionarily conserved, small, acidic, nuclear proteins, which have been implicated in terminal differentiation, growth suppression, and apoptosis",False,U_79
245,"Inhibition of PROTEIN cyclinB1 kinase activity by PROTEIN1 and PROTEIN was found to involve disruption of the complex, whereas PROTEIN2 did not disrupt the complex",False,U_84
266, PROTEIN promotes coprecipitation of p85 with PROTEIN1 the signal-transducing component of the PROTEIN2 ,False,U_94
287,"Subsequent amino acid sequencing revealed many peptides involving PROTEIN1 cross-linked either to itself or to a variety of other known CE protein components, including PROTEIN PROTEIN2 PROTEIN keratins, members of the small proline-rich superfamily, PROTEIN and unknown proteins related to the PROTEIN family",True,U_97
308, PROTEIN PROTEIN (' PROTEIN1 )-binding protein (CBP) modulates co-operation between myocyte enhancer factor 2A ( PROTEIN2 and thyroid hormone receptor-retinoid X receptor,True,U_104
329,These results suggest that the relative abundance of the two splice variants of PROTEIN1 in brain could be an important determinant for the expression of PROTEIN2 ,True,U_112
350, PROTEIN1 a Rho family PROTEIN2 that interacts with signaling adapters PROTEIN and PROTEIN ,False,U_120
371,"The GAP domain shows high similarity to the recently cloned PROTEIN1 and displays activity toward RhoA, PROTEIN and PROTEIN2 in vitro",False,U_125
392,"Here, we characterize the interaction between PROTEIN1 and PROTEIN show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN2 in vivo",False,U_131
413,"These results suggest that pituitary GH modulates neutrophil adhesion through tyrosine phosphorylation of PROTEIN1 p125FAK, and PROTEIN2 and actin polymerization",False,U_137
