Sentence ID,Sentence,isValid,Unique ID
1,Suppression of rat thromboxane synthase gene transcription by PROTEIN1 in macrophages via an interaction with PROTEIN2 ,True,U_1
22,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN1 and the E3 sumo ligases PROTEIN and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN2 to its target proteins",True,U_10
43,Transient expression of PROTEIN1 and a null mutant of PROTEIN (PTP-1CM) in COS cells resulted in an increase in tyrosyl phosphorylation of PROTEIN2 and its interaction with PTP-1CM,False,U_17
64,Blockade of PROTEIN1 expression by small interfering RNA (siRNA) causes prolonged degradation kinetics of PROTEIN2 ,True,U_25
85,"Cross-linking of PROTEIN with the use of the mAb MEM-53 and a polyclonal sheep anti-mouse Ig promoted activation of resting B cells into the G1 phase of the cell cycle as judged by increased expression of the early activation Ag PROTEIN1 increases in cellular volume, RNA synthesis, and PROTEIN2 protein levels, and enhanced binding of 7-aminoactinomycin D",False,U_29
106,"By constructing deletion mutants, we identified that amino acid residues 229-309 of Akt were involved in the binding to PROTEIN1 and amino acid residues 327-340 of PROTEIN2 were involved in the binding to Akt",False,U_40
127,"Overexpression of PROTEIN results in a zinc finger-dependent localization of a PROTEIN1 isoform and dynactin to MT bundles, raising the possibility that PROTEIN and PROTEIN2 regulate dynein/dynactin binding to MTs",False,U_50
148,"Pretreatment of AA amyloidotic splenic and liver tissue sections with synthetic A beta (1-28) produced strong immunoreactivity with A beta antibodies at tissue sites enriched in PROTEIN1 which was partially removed by pretreatment with heparitinase, but not by chondroitin PROTEIN2 lyase",False,U_56
169,"Characterization of EC and PROTEIN PROTEIN bound to A beta (1-28) revealed strong binding by PROTEIN weak binding by PROTEIN and PROTEIN1 two dermatan sulfate proteoglycans, and lack of binding by PROTEIN2 PROTEIN a large chondroitin sulfate proteoglycan",False,U_58
190, PROTEIN orphan receptor functions as negative modulator for PROTEIN1 in prostate cancer cells PROTEIN2 ,False,U_68
211, PROTEIN1 and PROTEIN2 are PROTEIN cyclinB1 kinase inhibitors with a role in S and G2/M cell cycle checkpoints induced by genotoxic stress,False,U_78
232,"In this work, we show that PROTEIN1 and PROTEIN2 specifically interact with the PROTEIN CyclinB1 complex, but not with other Cdk/Cyclin complexes, in vitro and in vivo",False,U_82
253,The tyrosine kinase PROTEIN1 is physically associated with the Type I interferon ( PROTEIN2 receptor complex and is rapidly activated during PROTEIN stimulation,True,U_85
274,"Subsequent amino acid sequencing revealed many peptides involving PROTEIN cross-linked either to itself or to a variety of other known CE protein components, including PROTEIN PROTEIN PROTEIN1 keratins, members of the small proline-rich superfamily, PROTEIN2 and unknown proteins related to the PROTEIN family",False,U_97
295,"The PROTEIN1 PROTEIN also known as PROTEIN2 is expressed predominantly in epithelial cells, in a variety of tumor cell lines, and in lymphocytes",False,U_100
316,"Our findings showed that the same C-terminal portion of PROTEIN binds the N-terminal domains of both TR and PROTEIN1 and our in vivo studies demonstrated that TR, PROTEIN and PROTEIN2 form a ternary complex",False,U_106
337,"Previously, we showed that the PROTEIN or PROTEIN1 subunit genes can be genetically fused to the alpha gene to produce biologically active single chains, PROTEIN2 and F beta alpha, respectively",False,U_116
358," PROTEIN and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN1 PROTEIN PROTEIN2 Shc, and Crk",False,U_121
379,The sterol-independent regulatory element (SIRE) of the PROTEIN1 ( PROTEIN2 promoter mediates PROTEIN (OM)-induced transcription of the PROTEIN gene through a cholesterol-independent pathway,False,U_129
400,"Here, we characterize the interaction between PROTEIN and PROTEIN1 show that PROTEIN2 phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",False,U_131
421,Cutting edge: PROTEIN1 functions as a T cell counterreceptor for the macrophage adhesion receptor PROTEIN2 ( PROTEIN ,True,U_141
