Sentence ID,Sentence,isValid,Unique ID
3,"By electrophoretic mobility shift assay using the PROTEIN PROTEIN1 site and nuclear extracts from macrophages, we observed a specific protein-DNA complex formation, which was inhibited by a specific antibody against the transcription factor PROTEIN2 ( PROTEIN ",False,U_3
24,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN and PROTEIN2 all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",True,U_10
45,Transient expression of PROTEIN1 and a null mutant of PROTEIN2 (PTP-1CM) in COS cells resulted in an increase in tyrosyl phosphorylation of PROTEIN and its interaction with PTP-1CM,False,U_17
66,Several distinct mutations in exon 2 of PROTEIN1 disrupt binding of PROTEIN to PROTEIN2 ,True,U_26
87,"However, cytokines, in particular PROTEIN1 and PROTEIN potentiated the DNA synthesis induced by cross-linking of PROTEIN2 ",True,U_30
108, PROTEIN1 and PROTEIN2 are two structurally different endocytic receptors that interact to serve such functions,True,U_42
129,Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN2 PROTEIN and PROTEIN to the beta-amyloid protein of Alzheimer's disease,False,U_52
150,"Characterization of EC and PROTEIN PROTEIN bound to A beta (1-28) revealed strong binding by PROTEIN weak binding by PROTEIN1 and PROTEIN two dermatan sulfate proteoglycans, and lack of binding by PROTEIN PROTEIN2 a large chondroitin sulfate proteoglycan",False,U_58
171, PROTEIN1 (type II isozyme) contains a PROTEIN2 homology domain at the N terminus and a sterile alpha motif domain at the C terminus,False,U_59
192, PROTEIN1 orphan receptor functions as negative modulator for PROTEIN in prostate cancer cells PROTEIN2 ,False,U_68
213," PROTEIN1 ( PROTEIN , PROTEIN ( PROTEIN , and PROTEIN ( PROTEIN2 constitute a family of evolutionarily conserved, small, acidic, nuclear proteins, which have been implicated in terminal differentiation, growth suppression, and apoptosis",False,U_79
234,"In this work, we show that PROTEIN and PROTEIN1 specifically interact with the PROTEIN2 CyclinB1 complex, but not with other Cdk/Cyclin complexes, in vitro and in vivo",True,U_82
255,We show here that PROTEIN1 phosphatase associates with PROTEIN2 in somatic mammalian cells and in meiotic frog oocytes,True,U_87
276,"Subsequent amino acid sequencing revealed many peptides involving PROTEIN cross-linked either to itself or to a variety of other known CE protein components, including PROTEIN PROTEIN1 PROTEIN keratins, members of the small proline-rich superfamily, PROTEIN2 and unknown proteins related to the PROTEIN family",False,U_97
297,"The PROTEIN PROTEIN1 also known as PROTEIN2 is expressed predominantly in epithelial cells, in a variety of tumor cell lines, and in lymphocytes",False,U_100
318,"The human PROTEIN1 and PROTEIN proteins form a ternary complex with hMpp10, which only interacts with the U3 PROTEIN2 in 60-80S ribonucleoprotein complexes",True,U_107
339,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor PROTEIN1 and the PROTEIN ( PROTEIN2 using a heterologous system",True,U_117
360," PROTEIN and PROTEIN1 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN2 PROTEIN PROTEIN Shc, and Crk",True,U_121
381,The sterol-independent regulatory element (SIRE) of the PROTEIN1 ( PROTEIN promoter mediates PROTEIN2 (OM)-induced transcription of the PROTEIN gene through a cholesterol-independent pathway,True,U_129
402,"Downregulation of PROTEIN1 by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN2 but not by PROTEIN with mutations in the PROTEIN phosphorylation sites",False,U_132
423,Cutting edge: PROTEIN1 functions as a T cell counterreceptor for the macrophage adhesion receptor PROTEIN ( PROTEIN2 ,True,U_141
