Sentence ID,Sentence,isValid,Unique ID
2,"Deletion analysis showed that the element responsible for the PPARgamma effect is located in a region containing the nuclear factor E2 ( PROTEIN1 / PROTEIN2 site (-98/-88), which was indicated to be the major promoter of the TXS gene",False,U_2
23,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN2 and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",True,U_10
44,Transient expression of PROTEIN and a null mutant of PROTEIN1 (PTP-1CM) in COS cells resulted in an increase in tyrosyl phosphorylation of PROTEIN2 and its interaction with PTP-1CM,True,U_17
65,Several distinct mutations in exon 2 of PROTEIN1 disrupt binding of PROTEIN2 to PROTEIN ,False,U_26
86,"Cross-linking of PROTEIN1 with the use of the mAb MEM-53 and a polyclonal sheep anti-mouse Ig promoted activation of resting B cells into the G1 phase of the cell cycle as judged by increased expression of the early activation Ag PROTEIN increases in cellular volume, RNA synthesis, and PROTEIN2 protein levels, and enhanced binding of 7-aminoactinomycin D",True,U_29
107, PROTEIN1 and PROTEIN2 multifunctional endocytic receptors,False,U_41
128,"This work suggests that PROTEIN1 is a regulated adapter between PROTEIN2 and cytoplasmic dynein at sites involved in cargo-MT loading, and/or in the control of MT dynamics",True,U_51
149,"[35S]-Sulfate labeled proteoglycans ( PROTEIN1 derived from cultured ECs and SMCs bound to affinity columns containing A beta (1-28) or (1-40), with virtually no binding to A beta (40-1) (reverse peptide), beta-amyloid precursor protein (410-429), or bovine PROTEIN2 ",False,U_57
170,"Characterization of EC and PROTEIN1 PROTEIN bound to A beta (1-28) revealed strong binding by PROTEIN weak binding by PROTEIN and PROTEIN2 two dermatan sulfate proteoglycans, and lack of binding by PROTEIN PROTEIN a large chondroitin sulfate proteoglycan",False,U_58
191, PROTEIN1 orphan receptor functions as negative modulator for PROTEIN2 in prostate cancer cells PROTEIN ,True,U_68
212, PROTEIN and PROTEIN1 are PROTEIN2 cyclinB1 kinase inhibitors with a role in S and G2/M cell cycle checkpoints induced by genotoxic stress,True,U_78
233,"In this work, we show that PROTEIN1 and PROTEIN specifically interact with the PROTEIN2 CyclinB1 complex, but not with other Cdk/Cyclin complexes, in vitro and in vivo",True,U_82
254, PROTEIN1 interaction with PROTEIN2 phosphatase ties mitogenic signal transduction to cell cycle activation,True,U_86
275,"Subsequent amino acid sequencing revealed many peptides involving PROTEIN cross-linked either to itself or to a variety of other known CE protein components, including PROTEIN PROTEIN PROTEIN keratins, members of the small proline-rich superfamily, PROTEIN1 and unknown proteins related to the PROTEIN2 family",False,U_97
296,"The PROTEIN1 PROTEIN2 also known as PROTEIN is expressed predominantly in epithelial cells, in a variety of tumor cell lines, and in lymphocytes",False,U_100
317,"Our findings showed that the same C-terminal portion of PROTEIN binds the N-terminal domains of both TR and PROTEIN and our in vivo studies demonstrated that TR, PROTEIN1 and PROTEIN2 form a ternary complex",True,U_106
338,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor PROTEIN1 and the PROTEIN2 ( PROTEIN using a heterologous system",True,U_117
359," PROTEIN and PROTEIN1 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN PROTEIN2 Shc, and Crk",True,U_121
380,The sterol-independent regulatory element (SIRE) of the PROTEIN1 ( PROTEIN promoter mediates PROTEIN (OM)-induced transcription of the PROTEIN2 gene through a cholesterol-independent pathway,False,U_129
401,"Downregulation of PROTEIN by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN1 but not by PROTEIN with mutations in the PROTEIN2 phosphorylation sites",False,U_132
422,Cutting edge: PROTEIN functions as a T cell counterreceptor for the macrophage adhesion receptor PROTEIN1 ( PROTEIN2 ,False,U_141
