Sentence ID,Sentence,isValid,Unique ID
19,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN2 and the E3 sumo ligases PROTEIN and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",True,U_10
40,The association of PROTEIN1 with PROTEIN2 was mediated by the NH2-terminal Src homology 2 (SH2) domain of PROTEIN ,True,U_15
61,Overexpression of PROTEIN1 promotes degradation of PROTEIN2 in a pVHL-dependent manner that requires the ATPase domain of PROTEIN ,True,U_24
82,"Thus, the ability of PROTEIN to degrade PROTEIN depends in part on its interaction with PROTEIN1 and suggests a new mechanism for PROTEIN stabilization in some PROTEIN2 deficient tumors",False,U_28
103,"Secondly, PROTEIN1 induces expression of an extracellular activation epitope of PROTEIN2 and the exchange factor function is not essential for this activity",True,U_37
124,"Overexpression of PROTEIN1 results in a zinc finger-dependent localization of a PROTEIN2 isoform and dynactin to MT bundles, raising the possibility that PROTEIN and PROTEIN regulate dynein/dynactin binding to MTs",True,U_50
145,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell ( PROTEIN -derived PROTEIN1 to A beta was examined to determine whether the accumulation of A beta in cerebrovascular PROTEIN2 deposits may be due to its interactions with PROTEIN ",False,U_55
166,"Characterization of EC and PROTEIN1 PROTEIN2 bound to A beta (1-28) revealed strong binding by PROTEIN weak binding by PROTEIN and PROTEIN two dermatan sulfate proteoglycans, and lack of binding by PROTEIN PROTEIN a large chondroitin sulfate proteoglycan",False,U_58
187,Immobilized PROTEIN1 also bound PROTEIN besides PROTEIN2 and PROTEIN ,True,U_67
208,Cloning and characterization of two evolutionarily conserved subunits ( PROTEIN and PROTEIN1 of human PROTEIN2 and their involvement in functional interactions with TFIIIB and RNA polymerase III,False,U_77
229,"Yet, whether PROTEIN1 and/or PROTEIN function as inhibitors of PROTEIN2 cyclinB1 kinase and/or play a role in G2/M cell cycle arrest has not been fully established",True,U_81
250,"Inhibition of PROTEIN1 cyclinB1 kinase activity by PROTEIN and PROTEIN2 was found to involve disruption of the complex, whereas PROTEIN did not disrupt the complex",True,U_84
271, PROTEIN PROTEIN1 memA interacts with PROTEIN2 PROTEIN and SRrp130 in corneal epithelial cells,True,U_95
292,The transmembrane PROTEIN1 PROTEIN2 interacts with PROTEIN ,False,U_99
313,"Our findings showed that the same C-terminal portion of PROTEIN1 binds the N-terminal domains of both TR and PROTEIN and our in vivo studies demonstrated that TR, PROTEIN2 and PROTEIN form a ternary complex",False,U_106
334,"This is relevant for the case of LH and FSH, because both are synthesized in the same cell (i.e., pituitary gonadotrophs) and several of the alpha subunit sequences required for association with either the PROTEIN1 or PROTEIN2 subunits are different",False,U_115
355," PROTEIN and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN1 PROTEIN2 Shc, and Crk",False,U_121
376,Expression of PROTEIN1 in 293T cells led to a reduction in active PROTEIN and PROTEIN2 levels but not RhoA,True,U_127
397,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN1 phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN2 is also a substrate for PROTEIN in vivo",False,U_131
418,"Preincubation with genistein, a tyrosine kinase inhibitor, blocked the GH-stimulated adhesion and PROTEIN1 PROTEIN2 p125FAK, and PROTEIN phosphorylation",False,U_139
